0,
1,
2,
3,
4,
5,
6,11807.502857142857
7,11848.511428571428
8,11875.574285714285
9,11908.317142857142
10,11897.81
11,11870.630000000001
12,11791.640000000001
13,11736.18142857143
14,11703.42142857143
15,11690.42285714286
16,11666.664285714289
17,11664.158571428574
18,11689.955714285717
19,11661.368571428573
20,11565.210000000003
21,11478.020000000002
22,11483.7
23,11446.73285714286
24,11352.040000000005
25,11259.985714285718
26,11219.171428571432
27,11192.050000000005
28,11029.220000000005
29,10729.112857142862
30,10472.30428571429
31,10258.541428571434
32,10032.488571428577
33,9815.878571428577
34,9548.852857142861
35,9445.631428571434
36,9369.89714285715
37,9315.11428571429
38,9248.03571428572
39,9202.241428571433
40,9183.077142857148
41,9194.768571428576
42,9208.162857142863
43,9217.270000000006
44,9236.41571428572
45,9250.517142857148
46,9284.582857142863
47,9284.802857142862
48,9299.31428571429
49,9265.980000000005
50,9251.898571428577
51,9219.030000000004
52,9198.188571428576
53,9169.037142857149
54,9152.060000000007
55,9130.39714285715
56,9137.102857142863
57,9119.465714285721
58,9134.31571428572
59,9157.59428571429
60,9166.807142857147
61,9236.284285714291
62,9306.731428571435
63,9332.208571428577
64,9381.772857142863
65,9402.91857142858
66,9422.465714285721
67,9446.558571428579
68,9432.372857142864
69,9395.277142857149
70,9402.050000000007
71,9418.391428571436
72,9440.520000000008
73,9425.38857142858
74,9485.36857142858
75,9520.631428571438
76,9571.487142857151
77,9629.32857142858
78,9656.894285714296
79,9679.184285714295
80,9751.85000000001
81,9720.598571428582
82,9684.257142857154
83,9744.080000000013
84,9701.405714285725
85,9705.894285714297
86,9678.167142857154
87,9647.714285714295
88,9581.690000000008
89,9484.995714285722
90,9299.221428571438
91,9195.231428571436
92,9121.150000000007
93,9084.42571428572
94,9011.962857142864
95,9055.871428571434
96,9189.350000000008
97,9308.432857142865
98,9445.532857142865
99,9474.407142857151
100,9495.324285714294
101,9598.657142857151
102,9569.791428571438
103,9431.97142857144
104,9264.484285714298
105,9127.73142857144
106,9150.321428571438
107,9219.405714285724
108,9247.18000000001
109,9223.401428571438
110,9253.550000000008
111,9297.898571428579
112,9322.382857142864
113,9241.332857142865
114,9102.325714285722
115,8907.125714285723
116,8855.075714285722
117,8671.811428571436
118,8515.048571428579
119,8343.468571428577
120,8138.700000000005
121,7949.848571428577
122,7787.332857142863
123,7551.128571428577
124,7422.898571428576
125,7287.5000000000055
126,7205.734285714291
127,7164.295714285719
128,7096.088571428577
129,7041.738571428577
130,6969.752857142863
131,6973.657142857148
132,6975.240000000005
133,6944.247142857149
134,6891.137142857149
135,6867.047142857148
136,6892.990000000005
137,6998.7100000000055
138,7045.65571428572
139,7115.940000000007
140,7097.224285714292
141,7094.390000000006
142,7076.558571428577
143,7006.637142857149
144,6904.014285714292
145,6791.602857142863
146,6657.957142857149
147,6530.620000000005
